OBJECTID,NAME,STATE,LAT,LONG_,MRC,CGI_10mDEM,Shape_Leng,Title,UTM,Shape.STArea(),Shape.STLength()
964,Perrinton,MI,43.125,-84.625,43084-B6,no,48078.0428404,"Perrinton, MI",16N,141001558.4384625,48078.04294609456
965,Perry,MI,42.750,-84.125,42084-G2,no,48200.6433915,"Perry, MI",16N,141855310.38352656,48200.643524851985
966,Petoskey,MI,45.250,-84.875,45084-C8,yes,47373.2469547,"Petoskey, MI",16N,136084470.255028,47373.24701695623
967,Phoenix,MI,47.375,-88.250,47088-D3,no,46637.0914549,"Phoenix, MI",16N,130950567.1552248,46637.09168729954
968,Phoenix OE W,MI,47.375,-88.375,47088-D4,no,46637.8063941,"Phoenix OE W, MI",16N,130954581.47394432,46637.80637299733
969,Piatt Lake,MI,46.375,-85.000,46085-D1,no,46991.4374842,"Piatt Lake, MI",16N,133416149.06511696,46991.437514858066
970,Pickford,MI,46.125,-84.250,46084-B3,no,47084.7350363,"Pickford, MI",16N,134058182.95198905,47084.73499007532
971,Pickford NW,MI,46.125,-84.375,46084-B4,no,47083.136891,"Pickford NW, MI",16N,134049083.24328455,47083.137033173305
972,Pickford SE,MI,46.000,-84.250,46084-A3,no,47126.899617,"Pickford SE, MI",16N,134353520.05607384,47126.89972766754
973,Pinckney,MI,42.375,-83.875,42083-D8,no,48322.0139797,"Pinckney, MI",17N,142700790.07125077,48322.01403909568
974,Pinconning,MI,43.750,-83.875,43083-G8,no,47877.2915959,"Pinconning, MI",17N,139597171.96237952,47877.29169631118
975,Pine Lake,MI,46.875,-88.625,46088-H6,no,46817.7571526,"Pine Lake, MI",16N,132204058.44230293,46817.75704222453
976,Pittsford,MI,41.750,-84.375,41084-G4,no,48521.9339631,"Pittsford, MI",16N,144093671.9832683,48521.93397247531
977,Platte River,MI,44.625,-85.875,44085-F8,yes,47581.2241236,"Platte River, MI",16N,137538427.4333821,47581.2241128554
978,Pleasant Lake,MI,42.375,-84.250,42084-D3,no,48321.3455751,"Pleasant Lake, MI",16N,142696842.1619656,48321.34552196839
979,Pleasant Valley,MI,43.500,-84.500,43084-E5,no,47955.6586908,"Pleasant Valley, MI",16N,140148021.95424986,47955.658600860355
980,Pleasanton,MI,44.375,-86.000,44086-D1,no,47665.7756962,"Pleasanton, MI",16N,138126982.5832983,47665.77574995056
981,Pointe aux Chenes,MI,45.875,-84.875,45084-H8,no,47162.4415402,"Pointe aux Chenes, MI",16N,134610904.58789772,47162.44143736361
982,Point Aux Barques,MI,45.750,-86.250,45086-G3,yes,47199.1581724,"Point Aux Barques, MI",16N,134874772.6180852,47199.15808989875
983,Point Detour,MI,45.500,-86.500,45086-E5,no,47285.161842,"Point Detour, MI",16N,135473885.39417753,47285.161833750106
984,Point Houghton,MI,47.875,-88.875,47088-H8,no,46461.9427515,"Point Houghton, MI",16N,129726025.95580554,46461.94276785578
985,Point Houghton OE S,MI,47.750,-88.875,47088-G8,no,46506.9078789,"Point Houghton OE S, MI",16N,130038960.66132984,46506.90781731776
986,Point Isabelle,MI,47.250,-87.875,47087-C8,no,46679.7402147,"Point Isabelle, MI",16N,131249951.34661016,46679.74020525324
987,Point Lookout,MI,44.000,-83.500,44083-A5,no,47799.3006833,"Point Lookout, MI",17N,139047912.96295968,47799.300733248965
988,Point Mills,MI,47.000,-88.375,47088-A4,no,46771.2244574,"Point Mills, MI",16N,131883148.84033932,46771.2244651538
989,Point Nipigon,MI,45.625,-84.500,45084-F5,no,47250.3023037,"Point Nipigon, MI",16N,135220991.7302769,47250.30231444213
990,Point Patterson,MI,45.875,-85.625,45085-H6,no,47157.6799373,"Point Patterson, MI",16N,134583723.74224335,47157.67982365067
991,Polaski,MI,45.125,-83.625,45083-B6,no,47427.7527766,"Polaski, MI",17N,136449807.06828195,47427.752744086436
992,Pompeii,MI,43.125,-84.500,43084-B5,no,48078.1804479,"Pompeii, MI",16N,141002366.62691343,48078.1805736672
993,Pontchartrain Shores,MI,46.000,-84.500,46084-A5,no,47123.8937086,"Pontchartrain Shores, MI",16N,134336379.30859163,47123.893652098704
994,Pontiac North,MI,42.625,-83.250,42083-F3,no,48245.6179983,"Pontiac North, MI",17N,142163873.7212368,48245.61787510626
995,Pontiac South,MI,42.500,-83.250,42083-E3,no,48285.5042928,"Pontiac South, MI",17N,142442364.9439678,48285.50424044617
996,Poplar Lake,MI,46.000,-86.750,46086-A7,no,47113.6633832,"Poplar Lake, MI",16N,134278057.8163227,47113.663326067785
997,Port Austin East,MI,44.000,-82.875,44082-A8,no,47807.6082253,"Port Austin East, MI",17N,139096249.78846225,47807.60830673229
998,Port Austin West,MI,44.000,-83.000,44083-A1,no,47805.7377869,"Port Austin West, MI",17N,139085365.23178145,47805.737834022075
999,Port Hope,MI,43.875,-82.625,43082-H6,no,47852.0640603,"Port Hope, MI",17N,139402823.6289299,47852.06397075115
1000,Port Huron,MI,42.875,-82.375,42082-H4,no,48176.3434509,"Port Huron, MI",17N,141668258.6993349,48176.34343356197
1001,Port Sanilac,MI,43.375,-82.500,43082-D5,no,48014.9097277,"Port Sanilac, MI",17N,140540679.04443243,48014.90976212584
1002,Port Sheldon,MI,42.875,-86.125,42086-H2,no,48167.4663405,"Port Sheldon, MI",16N,141616054.34589288,48167.466499556875
1003,Portage,MI,42.125,-85.500,42085-B5,no,48407.6806805,"Portage, MI",16N,143292019.8726365,48407.68061518004
1004,Portage Entry,MI,46.875,-88.375,46088-H4,no,46815.5896882,"Portage Entry, MI",16N,132191820.14038904,46815.589710531734
1005,Porter Lake,MI,46.250,-88.500,46088-C5,no,47038.0019908,"Porter Lake, MI",16N,133736724.46350764,47038.00198709767
1006,Portland North,MI,42.875,-84.875,42084-H8,no,48159.7814551,"Portland North, MI",16N,141570869.27247152,48159.7814517944
1007,Portland South,MI,42.750,-84.875,42084-G8,no,48200.5347667,"Portland South, MI",16N,141854670.332826,48200.534825202936
1008,Posen,MI,45.250,-83.625,45083-C6,no,47386.2848161,"Posen, MI",17N,136159387.2660418,47386.28480952828
1009,Powell Lake,MI,46.250,-86.625,46086-C6,yes,47027.0647004,"Powell Lake, MI",16N,133674539.01601446,47027.06467201879
1010,Prentiss Bay,MI,45.875,-84.125,45084-H2,no,47170.601,"Prentiss Bay, MI",16N,134657484.45514223,47170.600998598995
1011,Prescott,MI,44.125,-83.875,44083-B8,no,47754.5932466,"Prescott, MI",17N,138739857.96752983,47754.59327211885
1012,Presque Isle,MI,45.250,-83.375,45083-C4,no,47390.0691111,"Presque Isle, MI",17N,136181133.56938237,47390.06894176308
1013,Prestle Creek,MI,44.000,-84.875,44084-A8,no,47790.0995469,"Prestle Creek, MI",16N,138994385.692024,47790.099644846916
1014,Price,MI,42.875,-84.375,42084-H4,no,48159.6619579,"Price, MI",16N,141570166.9392465,48159.66198539253
1015,Prickett Lake,MI,46.625,-88.625,46088-F6,no,46906.5848715,"Prickett Lake, MI",16N,132821624.67166764,46906.58471422872
1016,Prudenville,MI,44.250,-84.625,44084-C6,no,47708.2131279,"Prudenville, MI",16N,138422020.9149237,47708.21296868181
1017,Pullman,MI,42.375,-86.000,42086-D1,no,48331.069489,"Pullman, MI",16N,142754280.56012222,48331.06957235714
1018,Quanicassee,MI,43.500,-83.625,43083-E6,no,47960.7296304,"Quanicassee, MI",17N,140177662.97791132,47960.72967027594
1019,Raco,MI,46.250,-84.625,46084-C6,no,47037.8439427,"Raco, MI",16N,133735826.7734636,47037.84381314441
1020,Ralph,MI,46.000,-87.750,46087-A7,no,47118.6629677,"Ralph, MI",16N,134306558.9770277,47118.6630270817
1021,Ralph NE,MI,46.125,-87.750,46087-B7,no,47074.9704837,"Ralph NE, MI",16N,134002586.33482105,47074.97052571532
1022,Ralph NW,MI,46.125,-87.875,46087-B8,no,47075.940542,"Ralph NW, MI",16N,134008106.91085984,47075.940442933694
1023,Ralph SW,MI,46.000,-87.875,46087-A8,no,47119.693738,"Ralph SW, MI",16N,134312435.6365738,47119.69382820953
1024,Rapid River,MI,45.875,-86.875,45086-H8,no,47157.1918623,"Rapid River, MI",16N,134580938.50932705,47157.1918717923
1025,Rathbone,MI,43.250,-84.375,43084-C4,no,48037.7056194,"Rathbone, MI",16N,140719847.34530625,48037.705539501316
1026,Rattle Run,MI,42.750,-82.500,42082-G5,no,48214.2053962,"Rattle Run, MI",17N,141935147.1976348,48214.20528896207
1027,Ravenna,MI,43.125,-85.875,43085-B8,no,48082.4253284,"Ravenna, MI",16N,141027265.8479996,48082.42540099962
1028,Reading,MI,41.750,-84.625,41084-G6,no,48522.8445793,"Reading, MI",16N,144099084.47582468,48522.84463444101
1029,Red Oak,MI,44.625,-84.250,44084-F3,yes,47586.4613178,"Red Oak, MI",16N,137568706.27119017,47586.46126721078
1030,Redford,MI,42.375,-83.250,42083-D3,no,48325.3197427,"Redford, MI",17N,142720317.13362175,48325.31991926105
1031,Redman,MI,43.875,-82.750,43082-H7,no,47850.0308602,"Redman, MI",17N,139390978.0426968,47850.03091798273
1032,Reed City North,MI,43.875,-85.500,43085-H5,no,47831.6113687,"Reed City North, MI",16N,139283683.7431805,47831.61128004153
1033,Reed City South,MI,43.750,-85.500,43085-G5,no,47873.1689435,"Reed City South, MI",16N,139573129.33145133,47873.16893964144
1034,Reese,MI,43.375,-83.625,43083-D6,no,48001.25707,"Reese, MI",17N,140460767.44319177,48001.25710196333
1035,Republic,MI,46.375,-87.875,46087-D8,no,46988.2728962,"Republic, MI",16N,133398180.28599565,46988.272956195484
1036,Republic SW,MI,46.250,-87.875,46087-C8,no,47032.1324256,"Republic SW, MI",16N,133703351.3374461,47032.13247832452
1037,Rexton,MI,46.125,-85.125,46085-B2,no,47075.5123725,"Rexton, MI",16N,134005670.4625917,47075.512396163336
1038,Rice Lake,MI,47.125,-88.250,47088-B3,no,46725.9674599,"Rice Lake, MI",16N,131569330.98742343,46725.96737388913
1039,Richmond,MI,42.750,-82.750,42082-G7,no,48210.9189471,"Richmond, MI",17N,141915799.0139687,48210.918970041435
1040,Richmondville,MI,43.500,-82.500,43082-E5,no,47974.83974,"Richmondville, MI",17N,140260153.74734,47974.839679834906
1041,Riley,MI,42.875,-84.625,42084-H6,no,48159.5080682,"Riley, MI",16N,141569261.47711676,48159.508084430425
1042,Riverdale,MI,43.375,-84.750,43084-D7,no,47996.1687669,"Riverdale, MI",16N,140430988.46929127,47996.16867831671
1043,Roberts Corner,MI,46.250,-85.375,46085-C4,no,47031.0400788,"Roberts Corner, MI",16N,133697139.49739397,47031.040140927544
1044,Rochester,MI,42.625,-83.125,42083-F2,no,48246.7165601,"Rochester, MI",17N,142170348.83915752,48246.716445203696
1045,Rock,MI,46.000,-87.125,46087-A2,no,47114.8588667,"Rock, MI",16N,134284872.91253316,47114.858904957655
1046,Rock Harbor Lodge,MI,48.125,-88.375,48088-B4,no,46369.5825676,"Rock Harbor Lodge, MI",16N,129086242.75634623,46369.58252425342
1047,Rock River,MI,46.375,-86.875,46086-D8,no,46983.9705151,"Rock River, MI",16N,133373751.54423673,46983.97053493722
1048,Rock SE,MI,46.000,-87.000,46087-A1,no,47114.3720654,"Rock SE, MI",16N,134282100.49039644,47114.37212987594
1049,Rockford,MI,43.000,-85.500,43085-A5,no,48121.1967907,"Rockford, MI",16N,141299688.78014645,48121.196770669085
1050,Rockhouse Point,MI,47.000,-88.875,47088-A8,no,46775.6489605,"Rockhouse Point, MI",16N,131908102.04253896,46775.64896275234
1051,Rockland,MI,46.625,-89.125,46089-F2,no,46912.4422196,"Rockland, MI",16N,132854797.72336006,46912.44223667307
1052,Rockwood,MI,42.000,-83.125,42083-A2,no,48445.1774025,"Rockwood, MI",17N,143555890.40725747,48445.17719903196
1053,Rogers City,MI,45.375,-83.750,45083-D7,no,47342.9584098,"Rogers City, MI",17N,135858157.2028869,47342.95837464097
1054,Rome Center,MI,41.875,-84.125,41084-H2,no,48481.602252,"Rome Center, MI",16N,143813258.7957985,48481.60217272139
1055,Romeo,MI,42.750,-83.000,42083-G1,no,48208.0731152,"Romeo, MI",17N,141899044.26294535,48208.073099294954
1056,Roscommon North,MI,44.500,-84.500,44084-E5,yes,47626.0603625,"Roscommon North, MI",16N,137847584.41429833,47626.0603019074
1057,Roscommon South,MI,44.375,-84.500,44084-D5,no,47667.4870011,"Roscommon South, MI",16N,138136898.69617364,47667.487055307574
1058,Rose City,MI,44.375,-84.000,44084-D1,yes,47671.2616688,"Rose City, MI",16N,138158777.83348617,47671.26167480071
1059,Roseburg,MI,43.125,-82.625,43082-B6,no,48092.993142,"Roseburg, MI",17N,141089264.7520665,48092.99302986912
1060,Rosebush,MI,43.625,-84.750,43084-F7,no,47914.0650469,"Rosebush, MI",16N,139858598.5551472,47914.06510218558
1061,Round Island,MI,45.750,-84.500,45084-G5,no,47208.2305264,"Round Island, MI",16N,134926627.71071145,47208.23048175418
1062,Rousseau,MI,46.625,-88.875,46088-F8,no,46909.3423232,"Rousseau, MI",16N,132837239.08694018,46909.34217838169
1063,Roy Lake,MI,46.375,-85.375,46085-D4,no,46988.301719,"Roy Lake, MI",16N,133398342.18960252,46988.301786835174
1064,Royal Oak,MI,42.375,-83.125,42083-D2,no,48326.3104291,"Royal Oak, MI",17N,142726167.17400205,48326.31039613028
1065,Royston,MI,45.125,-83.875,45083-B8,no,47424.4585426,"Royston, MI",17N,136430852.50838017,47424.458522701454
1066,Ruby,MI,43.000,-82.500,43082-A5,no,48134.6993603,"Ruby, MI",17N,141378994.3439865,48134.69931616494
1067,Rudyard,MI,46.125,-84.500,46084-B5,no,47081.6319764,"Rudyard, MI",16N,134040512.79611488,47081.63195855673
1068,Rush Lake,MI,43.875,-83.125,43083-H2,no,47844.5679214,"Rush Lake, MI",17N,139359151.881056,47844.56800334811
1069,Rust,MI,44.875,-83.875,44083-H8,no,47507.389656,"Rust, MI",17N,137011208.24236387,47507.38972157284
1070,Ruth,MI,43.625,-82.625,43082-F6,no,47932.6545902,"Ruth, MI",17N,139967142.5792251,47932.65458382961
1071,Sage Lake,MI,44.250,-83.875,44083-C8,no,47713.5588764,"Sage Lake, MI",17N,138453044.4556851,47713.55898521937
1072,Saginaw,MI,43.375,-83.875,43083-D8,no,47999.3898193,"Saginaw, MI",17N,140449837.6490014,47999.389720778476
1073,Saginaw NE,MI,43.375,-83.750,43083-D7,no,48000.2696561,"Saginaw NE, MI",17N,140454985.41234204,48000.26945706323
1074,Sagola,MI,46.000,-88.000,46088-A1,no,47120.813656,"Sagola, MI",16N,134318818.9334213,47120.81365068121
1075,Saint Charles,MI,43.250,-84.125,43084-C2,no,48038.6198987,"Saint Charles, MI",16N,140725204.64359283,48038.61986678352
1076,Saint Clair,MI,42.750,-82.375,42082-G4,no,48216.0106691,"Saint Clair, MI",17N,141945776.77791265,48216.0107948649
1077,Saint Clair Flats,MI,42.500,-82.625,42082-E6,no,48291.8272985,"Saint Clair Flats, MI",17N,142479673.76799318,48291.82722887455
1078,Saint Helen,MI,44.250,-84.375,44084-C4,no,47709.5884207,"Saint Helen, MI",16N,138429999.69587526,47709.588266641695
1079,Saint Helen NE,MI,44.375,-84.250,44084-D3,yes,47669.1725789,"Saint Helen NE, MI",16N,138146668.4183932,47669.172648392974
1080,Saint Helen NW,MI,44.375,-84.375,44084-D4,no,47668.2792657,"Saint Helen NW, MI",16N,138141489.91414288,47668.27919625821
1081,Saint Ignace,MI,45.750,-84.625,45084-G6,no,47206.9665024,"Saint Ignace, MI",16N,134919401.68542513,47206.96653626782
1082,Saint Jacques,MI,45.875,-86.625,45086-H6,no,47156.5531869,"Saint Jacques, MI",16N,134577293.61988363,47156.55326900456
1083,Saint Johns North,MI,43.000,-84.500,43084-A5,no,48118.8889207,"Saint Johns North, MI",16N,141286134.2598638,48118.88887681204
1084,Saint Johns South,MI,42.875,-84.500,42084-H5,no,48159.5311377,"Saint Johns South, MI",16N,141569397.0433466,48159.53115970353
1085,Saint Louis,MI,43.375,-84.500,43084-D5,no,47996.5664536,"Saint Louis, MI",16N,140433315.88791865,47996.566404272104
1086,Saint Martin Island,MI,45.875,-84.500,45084-H5,no,47166.0943027,"Saint Martin Island, MI",16N,134631756.06769848,47166.09430390835
1087,Salem,MI,42.375,-83.500,42083-D5,no,48323.6691477,"Salem, MI",17N,142710566.88668448,48323.66927199155
1088,Saline,MI,42.125,-83.750,42083-B7,no,48402.320088,"Saline, MI",17N,143260285.91281456,48402.32005442207
1089,Sand Lake,MI,43.250,-85.500,43085-C5,no,48038.7729068,"Sand Lake, MI",16N,140726101.38775477,48038.77306353215
1090,Sand Lake SW,MI,43.250,-85.625,43085-C6,no,48039.4108441,"Sand Lake SW, MI",16N,140729837.34051022,48039.41085583029
1091,Sand Point,MI,43.875,-83.375,43083-H4,no,47841.4475139,"Sand Point, MI",17N,139340973.53458068,47841.44749514027
1092,Sand River,MI,46.375,-87.000,46087-D1,no,46984.1965488,"Sand River, MI",16N,133375033.69830059,46984.19652104348
1093,Sands,MI,46.375,-87.375,46087-D4,no,46985.4100773,"Sands, MI",16N,133381923.61646384,46985.4100554201
1094,Sandusky,MI,43.375,-82.750,43082-D7,no,48011.1298917,"Sandusky, MI",17N,140518551.9254202,48011.12987238735
1095,Sanford,MI,43.625,-84.375,43084-F4,no,47915.1558524,"Sanford, MI",16N,139864966.89055157,47915.15582743711
1096,Saranac,MI,42.875,-85.125,42085-H2,no,48160.4810463,"Saranac, MI",16N,141574982.51588503,48160.4810823869
1097,Saubee Lake,MI,42.625,-85.000,42085-F1,no,48241.6362847,"Saubee Lake, MI",16N,142140409.97191828,48241.63636330296
1098,Saugatuck,MI,42.625,-86.125,42086-F2,no,48250.1400226,"Saugatuck, MI",16N,142190526.7775208,48250.13998573815
1099,Sault Sainte Marie North,MI,46.500,-84.250,46084-E3,no,46957.8477466,"Sault Sainte Marie North, MI",16N,133169073.57992984,46957.847818459944
1100,Sault Sainte Marie South,MI,46.375,-84.250,46084-D3,no,47000.2081679,"Sault Sainte Marie South, MI",16N,133465957.0741036,47000.20837399735
1101,Saunders Creek,MI,45.000,-84.375,45084-A4,no,47460.7547788,"Saunders Creek, MI",16N,136691322.7728645,47460.75478448803
1102,Schaffer,MI,45.750,-87.250,45087-G3,no,47202.1751271,"Schaffer, MI",16N,134892015.9449115,47202.17514471941
1103,Schoolcraft,MI,42.000,-85.625,42085-A6,no,48449.6134434,"Schoolcraft, MI",16N,143582182.2269365,48449.613305290615
1104,Schoolcraft NW,MI,42.125,-85.625,42085-B6,no,48408.8783166,"Schoolcraft NW, MI",16N,143299110.60743424,48408.87826987033
1105,Scotts Lake,MI,45.000,-85.125,45085-A2,yes,47455.8991716,"Scotts Lake, MI",16N,136663352.07582104,47455.8992204724
1106,Sears,MI,43.875,-85.125,43085-H2,no,47831.2016703,"Sears, MI",16N,139281297.1975715,47831.201552133796
1107,Sebewaing,MI,43.625,-83.375,43083-F4,no,47922.6351786,"Sebewaing, MI",17N,139908634.28252372,47922.635087276576
1108,Secord Lake,MI,44.000,-84.250,44084-A3,no,47792.7453045,"Secord Lake, MI",16N,139009775.90545675,47792.74524153131
1109,Selkirk,MI,44.250,-84.000,44084-C1,no,47712.4129889,"Selkirk, MI",16N,138446392.2775573,47712.41298652211
1110,Seney,MI,46.250,-85.875,46085-C8,yes,47028.3540396,"Seney, MI",16N,133681870.00167163,47028.35413751318
1111,Seney NW,MI,46.375,-85.875,46085-D8,yes,46985.4046243,"Seney NW, MI",16N,133381895.06758204,46985.40458353976
1112,Seul Choix Point,MI,45.875,-85.875,45085-H8,yes,47156.8439396,"Seul Choix Point, MI",16N,134578952.41806212,47156.84404065993
1113,Shabbona,MI,43.500,-83.000,43083-E1,no,47967.5069363,"Shabbona, MI",17N,140217280.28333685,47967.50683378632
1114,Shaftsburg,MI,42.750,-84.250,42084-G3,no,48200.358103,"Shaftsburg, MI",16N,141853630.91436747,48200.35806475227
1115,Shallows,MI,46.375,-84.375,46084-D4,no,46998.5137431,"Shallows, MI",16N,133456333.36947004,46998.51365550132
1116,Shallows OE N,MI,46.500,-84.375,46084-E4,no,46956.1090605,"Shallows OE N, MI",16N,133159211.93884233,46956.10890655679
1117,Sharon,MI,44.500,-85.000,44085-E1,no,47623.6792936,"Sharon, MI",16N,137833801.92040247,47623.67947958389
1118,Sheephead Lake,MI,46.625,-85.125,46085-F2,no,46904.8372712,"Sheephead Lake, MI",16N,132811727.86513264,46904.837431021195
1119,Shelby,MI,43.500,-86.250,43086-E3,no,47960.7332056,"Shelby, MI",16N,140177683.5820321,47960.73334063423
1120,Shelldrake,MI,46.625,-85.000,46085-F1,no,46906.0753766,"Shelldrake, MI",16N,132818739.68277971,46906.075309032414
1121,Shepherd,MI,43.500,-84.625,43084-E6,no,47955.3505312,"Shepherd, MI",16N,140146218.5939299,47955.35057541453
1122,Sheridan,MI,43.125,-85.000,43085-B1,no,48078.2622626,"Sheridan, MI",16N,141002846.4939922,48078.262384439804
1123,Sherman City,MI,43.625,-85.000,43085-F1,no,47913.8562996,"Sherman City, MI",16N,139857379.4802563,47913.856350179274
1124,Shields,MI,43.375,-84.000,43084-D1,no,47998.6149008,"Shields, MI",16N,140445304.595459,47998.61490330738
1125,Shiloh,MI,43.000,-85.000,43085-A1,no,48119.2019714,"Shiloh, MI",16N,141287972.47641513,48119.202009532026
1126,Shingleton,MI,46.250,-86.375,46086-C4,yes,47027.1326181,"Shingleton, MI",16N,133674925.03791717,47027.13263754233
1127,Laughing Fish Point,MI,46.500,-87.000,46087-E1,no,46940.6903742,"Laughing Fish Point, MI",16N,133071778.65222092,46940.690437391015
1128,Sid Town,MI,44.375,-83.500,44083-D5,yes,47676.655053,"Sid Town, MI",17N,138190039.72536877,47676.6551009833
1129,Sidnaw,MI,46.500,-88.625,46088-E6,no,46950.9204179,"Sidnaw, MI",16N,133129786.6073174,46950.92047069438
1130,Sigma,MI,44.625,-85.000,44085-F1,yes,47581.969594,"Sigma, MI",16N,137542738.01218683,47581.96957033131
1131,Silver Lake,MI,45.125,-84.250,45084-B3,no,47420.2593912,"Silver Lake, MI",16N,136406694.7426828,47420.2594387921
1132,Silver Lake Basin,MI,46.625,-87.750,46087-F7,no,46899.6595691,"Silver Lake Basin, MI",16N,132782407.165033,46899.65958429313
1133,Sister Lakes,MI,42.000,-86.125,42086-A2,no,48455.736683,"Sister Lakes, MI",16N,143618479.7188726,48455.736843146704
1134,Six Lakes,MI,43.375,-85.125,43085-D2,no,47996.3522031,"Six Lakes, MI",16N,140432063.60681129,47996.35233601521
1135,Skandia,MI,46.375,-87.125,46087-D2,no,46984.5118749,"Skandia, MI",16N,133376825.71957006,46984.51183969569
1136,Skanee North,MI,46.875,-88.125,46088-H2,no,46813.7688368,"Skanee North, MI",16N,132181535.4945891,46813.76862786333
1137,Skanee South,MI,46.750,-88.125,46088-G2,no,46857.9621378,"Skanee South, MI",16N,132489099.98388074,46857.96216189994
1138,Skeels,MI,44.000,-84.500,44084-A5,no,47791.3792317,"Skeels, MI",16N,139001829.01205847,47791.37924310827
1139,Skidway Lake,MI,44.125,-84.000,44084-B1,no,47753.4976009,"Skidway Lake, MI",16N,138733489.14139482,47753.49755997093
1140,Slaybaugh Corner,MI,43.875,-85.375,43085-H4,no,47831.3740095,"Slaybaugh Corner, MI",16N,139282301.3080638,47831.37397584601
1141,Smith Lake,MI,46.000,-86.125,46086-A2,yes,47113.4969471,"Smith Lake, MI",16N,134277110.3532065,47113.49698151953
1142,Smiths Creek,MI,42.875,-82.500,42082-H5,no,48174.4869229,"Smiths Creek, MI",17N,141657339.22895545,48174.486913996116
1143,Smithville,MI,44.500,-85.125,44085-E2,no,47623.3315381,"Smithville, MI",16N,137831787.00313827,47623.331576592864
1144,Smyrna,MI,43.000,-85.250,43085-A3,no,48119.9886737,"Smyrna, MI",16N,141292591.89455092,48119.98857474124
1145,Snover,MI,43.375,-82.875,43082-D8,no,48009.3969103,"Snover, MI",17N,140508407.537861,48009.396953268995
1146,Sodus,MI,42.000,-86.250,42086-A3,no,48457.5361267,"Sodus, MI",16N,143629145.47289237,48457.53620752978
1147,Somerset Center,MI,42.000,-84.375,42084-A4,no,48441.8982297,"Somerset Center, MI",16N,143536459.80166033,48441.89840780258
1148,Soo Junction,MI,46.250,-85.250,46085-C3,no,47031.9437547,"Soo Junction, MI",16N,133702277.98504606,47031.94386446224
1149,South Boardman,MI,44.625,-85.250,44085-F3,yes,47581.264751,"South Boardman, MI",16N,137538662.78687844,47581.264800264165
1150,South Branch,MI,44.375,-83.875,44083-D8,yes,47672.4561014,"South Branch, MI",17N,138165701.0989209,47672.456108487524
1151,South Fox Island,MI,45.375,-85.750,45085-D7,yes,47327.4733157,"South Fox Island, MI",16N,135769297.07273626,47327.47333230425
1152,South Haven,MI,42.375,-86.250,42086-D3,no,48334.1659249,"South Haven, MI",16N,142772573.13607275,48334.16598711064
1153,South Lyon,MI,42.375,-83.625,42083-D6,no,48323.0087648,"South Lyon, MI",17N,142706665.37543464,48323.00876746121
1154,South Manitou Island,MI,45.000,-86.125,45086-A2,yes,47454.8656285,"South Manitou Island, MI",16N,136657398.8929683,47454.86553110784
1155,South Point,MI,44.875,-83.250,44083-H3,no,47515.8841105,"South Point, MI",17N,137060208.2070063,47515.88417061947
1156,South Range,MI,47.000,-88.625,47088-A6,no,46773.2663525,"South Range, MI",16N,131894664.46321893,46773.26642893626
1157,Southeast Albion,MI,42.125,-84.625,42084-B6,no,48402.3284947,"Southeast Albion, MI",16N,143260336.02714235,48402.32840180402
1158,Southwest Albion,MI,42.125,-84.750,42084-B7,no,48402.7680756,"Southwest Albion, MI",16N,143262938.3624266,48402.76810465609
1159,Sparr,MI,45.000,-84.500,45084-A5,no,47459.6985147,"Sparr, MI",16N,136685236.25769383,47459.69857319174
1160,Sparrow Rapids,MI,46.500,-88.875,46088-E8,no,46953.8027621,"Sparrow Rapids, MI",16N,133146134.70801055,46953.80285540925
1161,Sparta,MI,43.125,-85.625,43085-B6,no,48080.7160315,"Sparta, MI",16N,141017238.2322889,48080.715979636225
1162,Spencer Lake,MI,44.250,-83.250,44083-C3,yes,47720.8165465,"Spencer Lake, MI",17N,138495168.41951317,47720.81668777294
1163,Spring Arbor,MI,42.125,-84.500,42084-B5,no,48401.9980473,"Spring Arbor, MI",16N,143258380.5647776,48401.99801934856
1164,Springport,MI,42.375,-84.625,42084-D6,no,48321.6528715,"Springport, MI",16N,142698657.93866736,48321.65286812047
1165,Sprinkler Lake,MI,44.500,-83.500,44083-E5,yes,47635.6408516,"Sprinkler Lake, MI",17N,137903049.28266847,47635.64094879025
1166,Spruce,MI,44.750,-83.375,44083-G4,yes,47555.154579,"Spruce, MI",17N,137337565.82188883,47555.15463234398
1167,Stalwart,MI,46.000,-84.125,46084-A2,no,47128.545831,"Stalwart, MI",16N,134362905.9779784,47128.54580954443
1168,Standish,MI,43.875,-83.875,43083-H8,no,47836.4593194,"Standish, MI",17N,139311919.42401636,47836.45940980276
1169,Standish NE,MI,43.875,-83.750,43083-H7,no,47837.5511832,"Standish NE, MI",17N,139318278.51511782,47837.551272131226
1170,Stanton,MI,43.250,-85.000,43085-C1,no,48037.2557984,"Stanton, MI",16N,140717212.9924188,48037.25574691961
1171,Stanwood,MI,43.500,-85.375,43085-E4,no,47955.6825291,"Stanwood, MI",16N,140148157.70673177,47955.682493961045
1172,Starvation Lake,MI,44.750,-84.875,44084-G8,no,47540.7504626,"Starvation Lake, MI",16N,137254378.84124967,47540.75047304532
1173,Stephenson,MI,45.375,-87.500,45087-D5,no,47333.8951634,"Stephenson, MI",16N,135806144.11897737,47333.89504123531
1174,Sterling,MI,44.000,-84.000,44084-A1,no,47794.5175175,"Sterling, MI",16N,139020082.8606325,47794.51747846258
