OBJECTID,NAME,STATE,LAT,LONG_,MRC,CGI_10mDEM,Shape_Leng,Title,UTM,Shape.STArea(),Shape.STLength()
214,Black Creek,MI,44.625,-84.875,44084-F8,no,47582.4693161,"Black Creek, MI",16N,137545624.2749957,47582.4692053866
215,Black Lake Bluffs,MI,45.375,-84.125,45084-D2,no,47338.1677594,"Black Lake Bluffs, MI",16N,135830662.038537,47338.16760551314
216,Black River,MI,44.750,-83.250,44083-G3,yes,47557.0067583,"Black River, MI",17N,137348261.6880538,47557.00664385341
217,Black River Harbor,MI,46.625,-90.000,46090-F1,no,46925.968413,"Black River Harbor, MI",15N,132931419.74609464,46925.96835149027
218,Blanchard,MI,43.500,-85.000,43085-E1,no,47955.0511734,"Blanchard, MI",16N,140144469.07072058,47955.05114372324
219,Blaney Park,MI,46.000,-85.875,46085-A8,yes,47114.071127,"Blaney Park, MI",16N,134280382.57221437,47114.071069042744
220,Bliss,MI,45.625,-84.875,45084-F8,no,47246.952551,"Bliss, MI",16N,135201816.97060373,47246.952508628354
221,Blissfield,MI,41.750,-83.750,41083-G7,no,48521.6027058,"Blissfield, MI",17N,144091706.63566855,48521.60265363309
222,Bloomingdale,MI,42.375,-85.875,42085-D8,no,48329.6780887,"Bloomingdale, MI",16N,142746059.5656425,48329.67805738572
223,Boon,MI,44.250,-85.500,44085-C5,no,47706.5629772,"Boon, MI",16N,138412445.3627823,47706.56300139678
224,Borculo,MI,42.875,-86.000,42086-H1,no,48166.2275346,"Borculo, MI",16N,141608769.89424068,48166.22761802043
225,Bowens Mill,MI,42.625,-85.500,42085-F5,no,48244.3567817,"Bowens Mill, MI",16N,142156441.5055592,48244.35676296001
226,Boyne City,MI,45.125,-85.000,45085-B1,yes,47414.5038386,"Boyne City, MI",16N,136373583.53057167,47414.50373836196
227,Boyne Falls,MI,45.125,-84.875,45084-B8,yes,47415.2169114,"Boyne Falls, MI",16N,136377684.64319685,47415.216931463176
228,Breckenridge,MI,43.375,-84.375,43084-D4,no,47996.9211689,"Breckenridge, MI",16N,140435391.32886496,47996.921135146345
229,Brethren,MI,44.250,-86.000,44086-C1,no,47707.8172596,"Brethren, MI",16N,138419723.69389257,47707.817348105054
230,Brevort,MI,46.000,-85.000,46085-A1,no,47119.0138672,"Brevort, MI",16N,134308559.69672427,47119.013893305644
231,Bridgeport,MI,43.250,-83.875,43083-C8,no,48039.9554593,"Bridgeport, MI",17N,140733027.9723687,48039.95551607679
232,Bridgeton,MI,43.250,-85.875,43085-C8,no,48040.9992473,"Bridgeton, MI",16N,140739145.01472354,48040.99926806322
233,Bridgewater,MI,42.125,-83.875,42083-B8,no,48401.9920864,"Bridgewater, MI",17N,143258345.1407212,48401.99212217115
234,Bridgman,MI,41.875,-86.500,41086-H5,no,48502.5893606,"Bridgman, MI",16N,143937795.53262845,48502.58933468873
235,Bridgman OE W,MI,41.875,-86.625,41086-H6,no,48504.7794781,"Bridgman OE W, MI",16N,143950796.1127963,48504.779440957616
236,Brighton,MI,42.500,-83.750,42083-E7,no,48282.4201518,"Brighton, MI",17N,142424168.9911462,48282.41996152653
237,Brimley,MI,46.375,-84.500,46084-D5,no,46996.9120899,"Brimley, MI",16N,133447237.99448268,46996.912169149015
238,Brockway,MI,43.000,-82.750,43082-A7,no,48131.2142807,"Brockway, MI",17N,141358523.0498186,48131.21423693304
239,Bronson North,MI,41.875,-85.125,41085-H2,no,48485.6365575,"Bronson North, MI",16N,143837193.5728615,48485.636497001484
240,Brown City,MI,43.125,-82.875,43082-B8,no,48089.6257747,"Brown City, MI",17N,141069507.6876857,48089.62576563866
241,Browns Corners,MI,43.875,-84.625,43084-H6,no,47832.074586,"Browns Corners, MI",16N,139286379.95625353,47832.07456707799
242,Bruce Crossing,MI,46.500,-89.125,46089-E2,no,46957.0295948,"Bruce Crossing, MI",16N,133164433.4794362,46957.02942591523
243,Bruneau Creek,MI,47.250,-88.125,47088-C2,no,46680.8666063,"Bruneau Creek, MI",16N,131256284.703479,46680.866544785706
244,Buckeye Lake,MI,46.375,-85.625,46085-D6,no,46986.6697434,"Buckeye Lake, MI",16N,133389074.77746354,46986.6697472171
245,Buckley,MI,44.500,-85.625,44085-E6,no,47622.9363458,"Buckley, MI",16N,137829499.93549883,47622.93632224899
246,Buckroe,MI,46.625,-87.500,46087-F5,no,46898.4655411,"Buckroe, MI",16N,132775645.69331184,46898.46547715372
247,Bucks Pond,MI,44.625,-83.625,44083-F6,yes,47592.9546892,"Bucks Pond, MI",17N,137606252.08938605,47592.95460117702
248,Bulldog Lake,MI,46.625,-87.875,46087-F8,no,46900.3880559,"Bulldog Lake, MI",16N,132786533.50816005,46900.38818554847
249,Burdickville,MI,44.750,-85.875,44085-G8,yes,47539.0597993,"Burdickville, MI",16N,137244617.24875394,47539.059800136725
250,Burlington,MI,42.000,-85.000,42085-A1,no,48444.3939664,"Burlington, MI",16N,143551249.93980822,48444.393934381354
251,Burnips,MI,42.625,-85.750,42085-F7,no,48246.3541707,"Burnips, MI",16N,142168213.44077933,48246.354118834475
252,Burnside,MI,43.125,-83.000,43083-B1,no,48088.1035116,"Burnside, MI",17N,141060575.76315573,48088.103650506375
253,Burnt Island,MI,46.000,-83.750,46083-A7,no,47134.0558194,"Burnt Island, MI",17N,134394324.24087158,47134.05574827489
254,Burt Lake,MI,45.375,-84.625,45084-D6,no,47333.1431429,"Burt Lake, MI",16N,135801829.07527134,47333.14305939296
255,Butman,MI,44.125,-84.375,44084-B4,no,47750.8324891,"Butman, MI",16N,138718005.08091277,47750.83248382746
256,Butternut,MI,43.125,-84.875,43084-B8,no,48078.0837358,"Butternut, MI",16N,141001798.66939685,48078.08370410102
257,Byron,MI,42.750,-83.875,42083-G8,no,48201.5380889,"Byron, MI",17N,141860576.03189644,48201.538076226214
258,Cadillac North,MI,44.250,-85.375,44085-C4,no,47706.4988623,"Cadillac North, MI",16N,138412073.5160231,47706.49886820574
259,Cadillac South,MI,44.125,-85.375,44085-B4,no,47748.1864676,"Cadillac South, MI",16N,138702633.6134131,47748.18655367744
260,Caledonia,MI,42.750,-85.500,42085-G5,no,48203.3670497,"Caledonia, MI",16N,141871341.17055577,48203.36704359526
261,Cannonsburg,MI,43.000,-85.375,43085-A4,no,48120.5411506,"Cannonsburg, MI",16N,141295838.60584897,48120.541168820884
262,Capac,MI,43.000,-82.875,43082-A8,no,48129.6352106,"Capac, MI",17N,141349248.88639575,48129.63512195192
263,Carleton,MI,42.000,-83.375,42083-A4,no,48443.6329804,"Carleton, MI",17N,143546738.94546154,48443.63300300901
264,Carlshend,MI,46.250,-87.125,46087-C2,no,47028.0167517,"Carlshend, MI",16N,133679951.1262042,47028.01665704929
265,Carney Lake,MI,45.875,-87.875,45087-H8,no,47163.3926305,"Carney Lake, MI",16N,134616335.1468571,47163.39260247968
266,Caro,MI,43.375,-83.375,43083-D4,no,48003.5452376,"Caro, MI",17N,140474156.85621825,48003.54520139446
267,Carp River East,MI,46.750,-89.750,46089-G7,no,46876.7155505,"Carp River East, MI",16N,132595172.38603231,46876.71570432474
268,Carp River West,MI,46.750,-89.875,46089-G8,no,46878.749878,"Carp River West, MI",16N,132606679.16538917,46878.75002726072
269,Carson City,MI,43.125,-84.750,43084-B7,no,48078.0119992,"Carson City, MI",16N,141001377.73692515,48078.01191432967
270,Carsonville,MI,43.375,-82.625,43082-D6,no,48012.9658442,"Carsonville, MI",17N,140529298.01667553,48012.96591158157
271,Cascade,MI,42.875,-85.375,42085-H4,no,48161.5984431,"Cascade, MI",16N,141581551.69813892,48161.59850844749
272,Caseville,MI,43.875,-83.250,43083-H3,no,47842.9565529,"Caseville, MI",17N,139349764.8176511,47842.95652379542
273,Casnovia,MI,43.125,-85.750,43085-B7,no,48081.5178939,"Casnovia, MI",16N,141021941.0360702,48081.517917774836
274,Cass City,MI,43.500,-83.125,43083-E2,no,47965.9396143,"Cass City, MI",17N,140208119.7890384,47965.939797815714
275,Cataract Basin,MI,46.250,-87.500,46087-C5,no,47029.6746679,"Cataract Basin, MI",16N,133689377.96536385,47029.67453613052
276,Cedar River,MI,45.375,-87.250,45087-D3,no,47331.8571767,"Cedar River, MI",16N,135794451.0170959,47331.85713697764
277,Cedar Springs,MI,43.125,-85.500,43085-B5,no,48080.0176952,"Cedar Springs, MI",16N,141013142.70931748,48080.01768043486
278,Cedar Springs SW,MI,43.000,-85.625,43085-A6,no,48121.9561424,"Cedar Springs SW, MI",16N,141304148.5564154,48121.956160871676
279,Cedarville,MI,45.875,-84.250,45084-H3,no,47169.0051978,"Cedarville, MI",16N,134648375.30717796,47169.005210097006
280,Cement City,MI,42.000,-84.250,42084-A3,no,48441.7260162,"Cement City, MI",16N,143535438.177151,48441.726015028835
281,Central Lake,MI,45.000,-85.250,45085-A3,yes,47455.4325371,"Central Lake, MI",16N,136660665.95815837,47455.432413487935
282,Ceresco,MI,42.250,-85.000,42085-C1,no,48363.485684,"Ceresco, MI",16N,142988392.05010077,48363.48582903079
283,Chabeneau Lake,MI,46.250,-87.750,46087-C7,no,47031.2238557,"Chabeneau Lake, MI",16N,133698184.38358724,47031.22388298626
284,Champion,MI,46.500,-87.875,46087-E8,no,46944.3565129,"Champion, MI",16N,133092565.4807826,46944.3564645604
285,Chandler,MI,45.750,-87.125,45087-G2,no,47201.4747256,"Chandler, MI",16N,134888011.63255793,47201.474697475656
286,Channing,MI,46.125,-88.000,46088-B1,no,47076.999743,"Channing, MI",16N,134014138.37357327,47076.99974945537
287,Chapin,MI,43.125,-84.250,43084-B3,no,48078.7705263,"Chapin, MI",16N,141005826.98783737,48078.77057346108
288,Charity Island,MI,44.000,-83.375,44083-A4,no,47800.7538559,"Charity Island, MI",17N,139056366.48362857,47800.75391906845
289,Charles,MI,46.000,-84.625,46084-A6,no,47122.5320818,"Charles, MI",16N,134328617.07003537,47122.5321335913
290,Charlevoix,MI,45.250,-85.250,45085-C3,yes,47371.2281587,"Charlevoix, MI",16N,136072871.20771387,47371.22812792553
291,Charlotte,MI,42.500,-84.750,42084-E7,no,48281.4770692,"Charlotte, MI",16N,142418604.7043921,48281.47702732427
292,Chase,MI,43.875,-85.625,43085-H6,no,47831.9522013,"Chase, MI",16N,139285667.71586627,47831.952104271964
293,Chassell,MI,47.000,-88.500,47088-A5,no,46772.2017724,"Chassell, MI",16N,131888660.52601032,46772.20190371757
294,Chatham,MI,46.250,-86.875,46086-C8,no,47027.359632,"Chatham, MI",16N,133676215.70759474,47027.3596303568
295,Cheboygan,MI,45.625,-84.375,45084-F4,no,47251.6080988,"Cheboygan, MI",16N,135228463.1962535,47251.60810082699
296,Chelsea,MI,42.250,-84.000,42084-C1,no,48361.7626288,"Chelsea, MI",16N,142978205.67979535,48361.762697109916
297,Chesaning East,MI,43.125,-84.000,43084-B1,no,48079.7841812,"Chesaning East, MI",16N,141011772.56793353,48079.784045257176
298,Chesaning West,MI,43.125,-84.125,43084-B2,no,48079.2256102,"Chesaning West, MI",16N,141008498.41394398,48079.22561014195
299,Chester,MI,42.500,-84.875,42084-E8,no,48281.8431598,"Chester, MI",16N,142420764.3695779,48281.84309409979
300,Chestonia,MI,45.000,-85.000,45085-A1,yes,47456.4639828,"Chestonia, MI",16N,136666606.9937624,47456.46397497301
301,Chippewa Lake North,MI,43.750,-85.250,43085-G3,no,47872.6749649,"Chippewa Lake North, MI",16N,139570251.0624759,47872.67503942188
302,Chippewa Lake South,MI,43.625,-85.250,43085-F3,no,47914.0562309,"Chippewa Lake South, MI",16N,139858546.17817044,47914.05620977267
303,Chippewa Point,MI,45.625,-86.750,45086-F7,no,47242.9758788,"Chippewa Point, MI",16N,135179058.3313231,47242.97593102685
304,Choate,MI,46.375,-89.250,46089-D3,no,47003.3775698,"Choate, MI",16N,133483954.21840917,47003.37766348244
305,Payment OE E,MI,46.500,-84.000,46084-E1,no,46961.6127768,"Payment OE E, MI",16N,133190429.74030708,46961.61274659662
306,Clare,MI,43.750,-84.750,43084-G7,no,47872.9166813,"Clare, MI",16N,139571659.35723832,47872.91660875031
307,Clarkston,MI,42.625,-83.375,42083-F4,no,48244.6292041,"Clarkston, MI",17N,142158046.50894192,48244.62925028365
308,Clayton,MI,41.750,-84.125,41084-G2,no,48521.4674301,"Clayton, MI",16N,144090903.28627154,48521.46740246279
309,Clifford,MI,43.250,-83.125,43083-C2,no,48046.5092304,"Clifford, MI",17N,140771431.0335784,48046.509238988394
310,Climax,MI,42.125,-85.250,42085-B3,no,48405.6094436,"Climax, MI",16N,143279758.95706195,48405.609449595715
311,Clio,MI,43.125,-83.625,43083-B6,no,48082.1034438,"Clio, MI",17N,141025378.0265548,48082.10343723023
312,Cloverdale,MI,42.500,-85.375,42085-E4,no,48284.3820251,"Cloverdale, MI",16N,142435743.58087876,48284.38210006783
313,Coldwater East,MI,41.875,-84.875,41084-H8,no,48483.9679249,"Coldwater East, MI",16N,143827295.03280115,48483.967982217095
314,Coldwater West,MI,41.875,-85.000,41085-H1,no,48484.7484735,"Coldwater West, MI",16N,143831925.91040117,48484.748441907104
315,Coleman,MI,43.750,-84.500,43084-G5,no,47873.6506496,"Coleman, MI",16N,139575939.2587917,47873.650747790525
316,Coleman NE,MI,43.875,-84.500,43084-H5,no,47832.5498973,"Coleman NE, MI",16N,139289149.0822168,47832.54999615259
317,Colling,MI,43.500,-83.375,43083-E4,no,47963.1235761,"Colling, MI",17N,140191655.69977963,47963.12350431099
318,Coloma,MI,42.125,-86.250,42086-B3,no,48416.4761133,"Coloma, MI",16N,143344095.065603,48416.4760260239
319,Colon,MI,41.875,-85.250,41085-H3,no,48486.6360756,"Colon, MI",16N,143843125.54874367,48486.63606348553
320,Columbiaville,MI,43.125,-83.375,43083-B4,no,48084.1818147,"Columbiaville, MI",17N,141037569.3136086,48084.18173707967
321,Comins,MI,44.750,-84.000,44084-G1,yes,47547.4083625,"Comins, MI",16N,137292827.0217718,47547.40845736797
322,Comstock Hills,MI,44.750,-84.250,44084-G3,no,47545.0084708,"Comstock Hills, MI",16N,137278966.3565394,47545.00842691149
323,Cooks,MI,45.875,-86.375,45086-H4,yes,47156.2793007,"Cooks, MI",16N,134575731.02172807,47156.279316173284
324,Coopersville,MI,43.000,-85.875,43085-A8,no,48123.7897706,"Coopersville, MI",16N,141314916.73557335,48123.78985334638
325,Cooperton,MI,44.125,-84.750,44084-B7,no,47749.0825257,"Cooperton, MI",16N,138707838.8468578,47749.08248855308
326,Copemish,MI,44.375,-85.875,44085-D8,no,47665.3713704,"Copemish, MI",16N,138124635.4596129,47665.371235722065
327,Copper Peak,MI,46.500,-90.000,46090-E1,no,46971.0213317,"Copper Peak, MI",15N,133243802.43559788,46971.02132748138
328,Coral,MI,43.250,-85.375,43085-C4,no,48038.2382581,"Coral, MI",16N,140722968.02377477,48038.23833838506
329,Cordwood Point,MI,45.625,-84.250,45084-F3,no,47253.0153705,"Cordwood Point, MI",16N,135236520.95676005,47253.01546265773
330,Cornell,MI,45.875,-87.125,45087-H2,no,47158.1971732,"Cornell, MI",16N,134586674.95368457,47158.197100867656
331,Corner Lake,MI,46.125,-86.500,46086-B5,yes,47070.2161556,"Corner Lake, MI",16N,133975519.13263784,47070.21616244965
332,Corunna,MI,42.875,-84.000,42084-H1,no,48160.6878694,"Corunna, MI",16N,141576197.41362724,48160.68796365038
333,Corunna SE,MI,42.750,-84.000,42084-G1,no,48201.0363035,"Corunna SE, MI",16N,141857623.48803326,48201.03636584592
334,Cote Dame Marie,MI,44.500,-84.750,44084-E7,no,47624.6692206,"Cote Dame Marie, MI",16N,137839530.7374387,47624.66909828204
335,Covert,MI,42.250,-86.250,42086-C3,no,48375.3527195,"Covert, MI",16N,143058570.89450055,48375.35259273311
336,Covington,MI,46.500,-88.500,46088-E5,no,46949.6099584,"Covington, MI",16N,133122355.82914546,46949.61001217629
337,Cranberry Lake,MI,45.125,-84.000,45084-B1,no,47422.9588601,"Cranberry Lake, MI",16N,136422226.29108936,47422.9588769951
338,Creighton,MI,46.250,-86.250,46086-C3,yes,47027.3000188,"Creighton, MI",16N,133675877.04557468,47027.300187383575
339,Crooked Lake,MI,44.875,-84.125,44084-H2,no,47504.6902345,"Crooked Lake, MI",16N,136995637.81441164,47504.69030736622
340,Cross Village,MI,45.625,-85.000,45085-F1,no,47246.0269391,"Cross Village, MI",16N,135196519.97603443,47246.02699191441
341,Croswell,MI,43.250,-82.500,43082-C5,no,48054.9119751,"Croswell, MI",17N,140820672.64356095,48054.91205223291
342,Croton,MI,43.375,-85.625,43085-D6,no,47998.0446108,"Croton, MI",16N,140441962.84523138,47998.044477119365
343,Crump,MI,43.750,-84.000,43084-G1,no,47876.3561193,"Crump, MI",16N,139591716.96062443,47876.356174821354
344,Crystal,MI,43.250,-84.875,43084-C8,no,48037.1360788,"Crystal, MI",16N,140716511.23341173,48037.136093428635
345,Crystal Falls,MI,46.000,-88.250,46088-A3,no,47123.3206694,"Crystal Falls, MI",16N,134333112.41616663,47123.32070782447
346,Cunard,MI,45.625,-87.625,45087-F6,no,47248.283721,"Cunard, MI",16N,135209436.00444323,47248.28385766611
347,Cup Lake,MI,46.375,-89.375,46089-D4,no,47005.2732587,"Cup Lake, MI",16N,133494724.26008327,47005.27321406595
348,Curran,MI,44.625,-83.750,44083-F7,yes,47591.4563221,"Curran, MI",17N,137597588.8967722,47591.456358265
349,Curtis East,MI,46.125,-85.625,46085-B6,no,47072.2973331,"Curtis East, MI",16N,133987366.24865228,47072.29712850548
350,Curtis West,MI,46.125,-85.750,46085-B7,no,47071.7241052,"Curtis West, MI",16N,133984104.35418016,47071.72410196427
351,Cusino,MI,46.375,-86.250,46086-D3,yes,46984.1876642,"Cusino, MI",16N,133374986.11429912,46984.18783972243
352,Tallman,MI,43.875,-86.000,43086-H1,no,47833.5733342,"Tallman, MI",16N,139295110.7558396,47833.57337251254
353,Custer,MI,43.875,-86.125,43086-H2,no,47834.3153802,"Custer, MI",16N,139299432.96513528,47834.31551260593
354,Carr,MI,43.750,-86.000,43086-G1,no,47875.3724776,"Carr, MI",16N,139585978.4734382,47875.372405704096
355,Crystal Valley,MI,43.750,-86.125,43086-G2,no,47876.1741911,"Crystal Valley, MI",16N,139590654.0751881,47876.17422215123
356,Cutlerville,MI,42.750,-85.625,42085-G6,no,48204.2517859,"Cutlerville, MI",16N,141876548.83385575,48204.25178965424
357,Dafter,MI,46.250,-84.375,46084-C4,no,47040.8563324,"Dafter, MI",16N,133752955.21535563,47040.85631410318
358,Dalton,MI,43.250,-86.250,43086-C3,no,48044.1493116,"Dalton, MI",16N,140757601.52426004,48044.14920248367
359,Damon,MI,44.375,-84.125,44084-D2,yes,47670.1660183,"Damon, MI",16N,138152424.72858965,47670.16591349971
360,Dansville,MI,42.500,-84.250,42084-E3,no,48281.0823934,"Dansville, MI",16N,142416277.20031607,48281.08236101595
361,Davisburg,MI,42.750,-83.500,42083-G5,no,48203.6869996,"Davisburg, MI",17N,141873224.77979243,48203.68703773513
362,Davison,MI,43.000,-83.500,43083-A5,no,48123.3571134,"Davison, MI",17N,141312376.0006039,48123.357051149775
363,Dayton Center,MI,43.500,-85.875,43085-E8,no,47957.9580922,"Dayton Center, MI",16N,140161460.1253283,47957.95812840531
364,De Tour Village,MI,45.875,-83.875,45083-H8,no,47174.0818651,"De Tour Village, MI",17N,134677361.39171025,47174.08189829604
365,Deadmans Hill,MI,45.000,-84.875,45084-A8,no,47457.1253477,"Deadmans Hill, MI",16N,136670414.91778243,47457.12541864407
366,Dearborn,MI,42.250,-83.125,42083-C2,no,48366.0024861,"Dearborn, MI",17N,143003276.1488346,48366.002523081814
367,Decatur,MI,42.000,-85.875,42085-A8,no,48452.4581769,"Decatur, MI",16N,143599045.36213052,48452.45828696943
368,Decker,MI,43.375,-83.000,43083-D1,no,48007.7757932,"Decker, MI",17N,140498919.07692823,48007.77571315557
369,Deckerville,MI,43.500,-82.625,43082-E6,no,47972.8454973,"Deckerville, MI",17N,140248493.8656222,47972.84551700714
370,Deer Lake,MI,47.250,-88.000,47088-C1,no,46680.2615747,"Deer Lake, MI",16N,131252881.75675052,46680.2615205772
371,Deerfield,MI,41.875,-83.750,41083-H7,no,48481.9122798,"Deerfield, MI",17N,143815097.40935397,48481.91224554434
372,Delaware,MI,47.375,-88.000,47088-D1,no,46635.9122433,"Delaware, MI",16N,130943943.8982846,46635.912186839916
373,Delton,MI,42.375,-85.375,42085-D4,no,48325.1821736,"Delton, MI",16N,142719502.0149477,48325.18212780234
374,Denton,MI,42.250,-83.500,42083-C5,no,48363.5226214,"Denton, MI",17N,142988612.5796013,48363.52254211791
375,Detroit,MI,42.250,-83.000,42083-C1,no,48367.0504823,"Detroit, MI",17N,143009471.68605024,48367.05051715144
376,Devils Corner,MI,45.625,-86.500,45086-F5,no,47242.290009,"Devils Corner, MI",16N,135175133.90519458,47242.28989827906
377,Dexter,MI,42.250,-83.875,42083-C8,no,48362.0362788,"Dexter, MI",17N,142979821.06579474,48362.03628733618
378,Diffin,MI,46.125,-87.000,46087-B1,no,47071.0357319,"Diffin, MI",16N,133980186.5578906,47071.03565954212
379,Dighton,MI,44.000,-85.250,44085-A3,no,47789.7328549,"Dighton, MI",16N,138992250.76983425,47789.73281739026
380,Dimondale,MI,42.625,-84.625,42084-F6,no,48240.7110025,"Dimondale, MI",16N,142134956.9287814,48240.71108607698
381,Dinca,MI,44.250,-85.000,44085-C1,no,47706.904733,"Dinca, MI",16N,138414428.3579578,47706.90471171324
382,Diorite,MI,46.500,-87.750,46087-E7,no,46943.5685583,"Diorite, MI",16N,133088096.77074105,46943.56849035996
383,Dollar Settlement,MI,46.375,-84.625,46084-D6,no,46995.4044153,"Dollar Settlement, MI",16N,133438675.05265832,46995.40431279819
384,Donken,MI,46.875,-88.750,46088-H7,no,46818.969363,"Donken, MI",16N,132210907.80975372,46818.96942568335
385,Dowagiac,MI,41.875,-86.000,41086-H1,no,48494.9116728,"Dowagiac, MI",16N,143892229.49212882,48494.9114900823
386,Dowling,MI,42.500,-85.250,42085-E3,no,48283.5868414,"Dowling, MI",16N,142431052.19736636,48283.58676190531
387,Driggs Lake,MI,46.375,-86.125,46086-D2,yes,46984.5029366,"Driggs Lake, MI",16N,133376774.45273647,46984.5028497023
388,Driggs Lake SE,MI,46.250,-86.000,46086-C1,yes,47027.9114591,"Driggs Lake SE, MI",16N,133679351.50125735,47027.91151558007
389,Drummond,MI,46.000,-83.625,46083-A6,no,47136.0820076,"Drummond, MI",17N,134405879.9597317,47136.08202563586
390,Drummond Lake,MI,46.375,-88.375,46088-D4,no,46992.5432795,"Drummond Lake, MI",16N,133422426.6330406,46992.54330276317
391,Drummond SE,MI,46.000,-83.500,46083-A5,no,47138.2028931,"Drummond SE, MI",17N,134417974.20872778,47138.202982677314
392,Duck Lake,MI,42.375,-84.750,42084-D7,no,48321.9717994,"Duck Lake, MI",16N,142700543.1208411,48321.9719913512
393,Dundee,MI,41.875,-83.625,41083-H6,no,48482.2384461,"Dundee, MI",17N,143817031.98082262,48482.238426937605
394,Durand,MI,42.875,-83.875,42083-H8,no,48161.2446926,"Durand, MI",17N,141579471.66570258,48161.24467569037
395,Eagle,MI,42.750,-84.750,42084-G7,no,48200.2859689,"Eagle, MI",16N,141853205.71928447,48200.28588661669
396,Eagle Harbor,MI,47.375,-88.125,47088-D2,no,46636.4601439,"Eagle Harbor, MI",16N,130947020.60955893,46636.46019946664
397,East Dayton,MI,43.375,-83.250,43083-D3,no,48004.848785,"East Dayton, MI",17N,140481785.76492864,48004.84872033202
398,East Lansing,MI,42.625,-84.375,42084-F4,no,48240.6335151,"East Lansing, MI",16N,142134499.86983493,48240.63354963277
399,East Leroy,MI,42.125,-85.125,42085-B2,no,48404.7357742,"East Leroy, MI",16N,143274587.32534432,48404.73580491487
400,East Tawas,MI,44.250,-83.375,44083-C4,yes,47719.1595422,"East Tawas, MI",17N,138485547.59283307,47719.15952404153
401,East Tawas OE S,MI,44.125,-83.375,44083-B4,no,47759.990825,"East Tawas OE S, MI",17N,138771221.38612613,47759.99075665554
402,Easton,MI,43.000,-84.000,43084-A1,no,48120.2710123,"Easton, MI",16N,141294249.86700904,48120.27095284948
403,Eaton Rapids,MI,42.500,-84.625,42084-E6,no,48281.2162275,"Eaton Rapids, MI",16N,142417065.0082672,48281.21604365775
404,Echo Lake,MI,46.500,-88.750,46088-E7,no,46952.3166152,"Echo Lake, MI",16N,133137704.72351988,46952.316829919335
405,Eckerman,MI,46.250,-85.000,46085-C1,no,47034.0254755,"Eckerman, MI",16N,133714114.65155472,47034.025430053036
406,Edenville,MI,43.750,-84.375,43084-G4,no,47874.1739381,"Edenville, MI",16N,139578990.80757177,47874.17387349061
407,Edmore,MI,43.375,-85.000,43085-D1,no,47996.1870393,"Edmore, MI",16N,140431094.4398508,47996.18704486901
408,Edwards,MI,44.125,-84.250,44084-B3,no,47751.6210043,"Edwards, MI",16N,138722588.53054008,47751.621085085644
409,Elba,MI,43.000,-83.375,43083-A4,no,48124.396403,"Elba, MI",17N,141318478.88341507,48124.39640217553
410,Elberta,MI,44.500,-86.125,44086-E2,no,47624.1134892,"Elberta, MI",16N,137836314.40389147,47624.113549842725
411,Eldorado,MI,44.500,-84.375,44084-E4,yes,47626.9043036,"Eldorado, MI",16N,137852468.19457003,47626.90429302383
412,Elk Rapids,MI,44.875,-85.375,44085-H4,yes,47497.1228361,"Elk Rapids, MI",16N,136951993.3294579,47497.12276333085
413,Elkton,MI,43.750,-83.125,43083-G2,no,47885.0947117,"Elkton, MI",17N,139642676.57098764,47885.0946375396
414,Ellington,MI,43.500,-83.250,43083-E3,no,47964.4784852,"Ellington, MI",17N,140199576.73933408,47964.47852851841
415,Ellis Corners,MI,42.125,-85.000,42085-B1,no,48403.9716871,"Ellis Corners, MI",16N,143270064.23931742,48403.971693606334
416,Ellsworth,MI,45.125,-85.125,45085-B2,yes,47413.8844078,"Ellsworth, MI",16N,136370020.0768511,47413.88443290565
417,Elmira,MI,45.000,-84.750,45084-A7,no,47457.8871309,"Elmira, MI",16N,136674804.2470223,47457.88718224625
418,Emerson,MI,46.500,-85.000,46085-E1,no,46948.7894083,"Emerson, MI",16N,133117699.81902272,46948.78933693132
419,Emerson OE E,MI,46.500,-84.875,46084-E8,no,46950.0678401,"Emerson OE E, MI",16N,133124951.76439908,46950.06789524475
420,Empire,MI,44.750,-86.000,44086-G1,yes,47539.286754,"Empire, MI",16N,137245927.08626783,47539.286636860925
421,Engadine,MI,46.000,-85.500,46085-A5,no,47115.6333985,"Engadine, MI",16N,134289291.68778843,47115.633562762174
422,Ensign,MI,45.875,-86.750,45086-H7,no,47156.8261121,"Ensign, MI",16N,134578850.43001756,47156.826209697814
423,Epoufette,MI,46.000,-85.125,46085-A2,no,47118.0258577,"Epoufette, MI",16N,134302926.45215392,47118.02590702156
424,Epsilon,MI,45.250,-84.750,45084-C7,no,47374.1117468,"Epsilon, MI",16N,136089439.01834655,47374.11187215121
425,Escanaba,MI,45.625,-87.000,45087-F1,no,47244.034049,"Escanaba, MI",16N,135185114.38931915,47244.034032018986
426,Essexville,MI,43.500,-83.750,43083-E7,no,47959.6907838,"Essexville, MI",17N,140171588.02135134,47959.69074631252
427,Estey,MI,43.750,-84.125,43084-G2,no,47875.5242918,"Estey, MI",16N,139586865.6782646,47875.5241788256
428,Estral Beach,MI,41.875,-83.125,41083-H2,no,48484.6593079,"Estral Beach, MI",17N,143831398.42493704,48484.65940080471
429,Evans,MI,43.125,-85.375,43085-B4,no,48079.4230473,"Evans, MI",16N,141009654.2311075,48079.42301108129
430,Evans Creek,MI,44.875,-83.625,44083-H6,no,47510.486456,"Evans Creek, MI",17N,137029071.5569551,47510.486564003484
